scale_ratio_lambda_cA_over_cI,assisted_raw_contrast_DA,independent_raw_contrast_DI,composition_threshold_w_star
0.8705505632961241,0.7820895522388058,-0.7365097588978182,0.5196355643638744
0.8806658735961485,0.7820895522388058,-0.7365097588978182,0.5167512830324827
0.8908987181403392,0.7820895522388058,-0.7365097588978182,0.5138658851743653
0.9012504626108303,0.7820895522388058,-0.7365097588978182,0.5109795627835976
0.9117224885582168,0.7820895522388058,-0.7365097588978182,0.5080925081007274
0.9223161935859392,0.7820895522388058,-0.7365097588978182,0.5052049135616096
0.9330329915368073,0.7820895522388058,-0.7365097588978182,0.5023169717461291
0.9438743126816935,0.7820895522388058,-0.7365097588978182,0.4994288753268436
0.9548416039104166,0.7820895522388058,-0.7365097588978182,0.49654081701757335
0.9659363289248455,0.7820895522388058,-0.7365097588978182,0.49365298952196685
0.9771599684342458,0.7820895522388058,-0.7365097588978182,0.490765585482073
0.9885140203528962,0.7820895522388058,-0.7365097588978182,0.4878787974269483
1.0,0.7820895522388058,-0.7365097588978182,0.4849928177213275
1.0116194403019225,0.7820895522388058,-0.7365097588978182,0.4821078385143878
1.0233738919967748,0.7820895522388058,-0.7365097588978182,0.47922405168863524
1.0352649238413776,0.7820895522388058,-0.7365097588978182,0.47634164880894125
1.0472941228206267,0.7820895522388058,-0.7365097588978182,0.47346082107176035
1.059463094359295,0.7820895522388058,-0.7365097588978182,0.4705817592545546
1.071773462536293,0.7820895522388058,-0.7365097588978182,0.46770465366545505
1.0842268703014184,0.7820895522388058,-0.7365097588978182,0.4648296940931883
1.096824979694626,0.7820895522388058,-0.7365097588978182,0.46195706975729534
1.1095694720678448,0.7820895522388058,-0.7365097588978182,0.4590869692586697
1.122462048309373,0.7820895522388058,-0.7365097588978182,0.4562195805304441
1.1355044290708773,0.7820895522388058,-0.7365097588978182,0.45335509078925046
1.1486983549970349,0.7820895522388058,-0.7365097588978182,0.4504936864868813
1.1620455869578394,0.7820895522388058,-0.7365097588978182,0.4476355532623774
1.1755479062836087,0.7820895522388058,-0.7365097588978182,0.4447808758945692
1.189207115002721,0.7820895522388058,-0.7365097588978182,0.44192983825509585
1.2030250360821166,0.7820895522388058,-0.7365097588978182,0.43908262326192665
1.2170035136705908,0.7820895522388058,-0.7365097588978182,0.43623941283341133
1.2311444133449163,0.7820895522388058,-0.7365097588978182,0.43340038784287976
1.245449622358823,0.7820895522388058,-0.7365097588978182,0.43056572807381893
1.2599210498948732,0.7820895522388058,-0.7365097588978182,0.4277356121756448
1.274560627319262,0.7820895522388058,-0.7365097588978182,0.42491021762009623
1.2893703084395793,0.7820895522388058,-0.7365097588978182,0.42208972065826894
1.3043520697655642,0.7820895522388058,-0.7365097588978182,0.41927429627831414
1.3195079107728942,0.7820895522388058,-0.7365097588978182,0.416464118163818
1.3348398541700341,0.7820895522388058,-0.7365097588978182,0.4136593586528868
1.35034994616819,0.7820895522388058,-0.7365097588978182,0.41086018869795254
1.3660402567543954,0.7820895522388058,-0.7365097588978182,0.40806677782632156
1.381912879967776,0.7820895522388058,-0.7365097588978182,0.40527929410148
1.3979699341790193,0.7820895522388058,-0.7365097588978182,0.4024979040851775
1.4142135623730951,0.7820895522388058,-0.7365097588978182,0.39972277280030244
1.4306459324352583,0.7820895522388058,-0.7365097588978182,0.3969540636945668
1.447269237440378,0.7820895522388058,-0.7365097588978182,0.3941919386050139
1.4640856959456252,0.7820895522388058,-0.7365097588978182,0.3914365577233651
1.4810975522865644,0.7820895522388058,-0.7365097588978182,0.38868807956221846
1.4983070768766815,0.7820895522388058,-0.7365097588978182,0.38594666092211194
1.515716566510398,0.7820895522388058,-0.7365097588978182,0.3832124568594639
1.5333283446696004,0.7820895522388058,-0.7365097588978182,0.38048562065540253
1.5511447618337346,0.7820895522388058,-0.7365097588978182,0.37776630378549364
1.5691681957935015,0.7820895522388058,-0.7365097588978182,0.37505465589037956
1.5874010519681994,0.7820895522388058,-0.7365097588978182,0.37235082474733433
1.6058457637267531,0.7820895522388058,-0.7365097588978182,0.36965495624274747
1.6245047927124712,0.7820895522388058,-0.7365097588978182,0.366967194345542
1.6433806291715805,0.7820895522388058,-0.7365097588978182,0.36428768108153337
1.6624757922855753,0.7820895522388058,-0.7365097588978182,0.36161655650873736
1.6817928305074292,0.7820895522388058,-0.7365097588978182,0.3589539586936299
1.7013343219017114,0.7820895522388058,-0.7365097588978182,0.3563000236883659
1.72110287448866,0.7820895522388058,-0.7365097588978182,0.35365488550895924
1.741101126592248,0.7820895522388058,-0.7365097588978182,0.3510186761144274
1.7613317471922971,0.7820895522388058,-0.7365097588978182,0.3483915253869048
1.7817974362806785,0.7820895522388058,-0.7365097588978182,0.3457735611127237
1.8025009252216604,0.7820895522388058,-0.7365097588978182,0.34316490896446694
1.8234449771164334,0.7820895522388058,-0.7365097588978182,0.3405656924839893
1.8446323871718786,0.7820895522388058,-0.7365097588978182,0.3379760330664106
1.8660659830736148,0.7820895522388058,-0.7365097588978182,0.3353960499450767
1.8877486253633868,0.7820895522388058,-0.7365097588978182,0.33282586017748783
1.9096832078208328,0.7820895522388058,-0.7365097588978182,0.3302655786321918
1.9318726578496912,0.7820895522388058,-0.7365097588978182,0.327715317976638
1.9543199368684918,0.7820895522388058,-0.7365097588978182,0.32517518866599077
1.977028040705792,0.7820895522388058,-0.7365097588978182,0.32264529893289323
1.9999999999999998,0.7820895522388058,-0.7365097588978182,0.32012575477818245
2.023238880603845,0.7820895522388058,-0.7365097588978182,0.3176166599625448
2.04674778399355,0.7820895522388058,-0.7365097588978182,0.3151181159991087
2.0705298476827547,0.7820895522388058,-0.7365097588978182,0.3126302221469664
2.094588245641253,0.7820895522388058,-0.7365097588978182,0.310153075405618
2.1189261887185906,0.7820895522388058,-0.7365097588978182,0.3076867705103287
2.1435469250725863,0.7820895522388058,-0.7365097588978182,0.305231399928393
2.1684537406028364,0.7820895522388058,-0.7365097588978182,0.30278705385629345
2.193649959389252,0.7820895522388058,-0.7365097588978182,0.30035382021774776
2.21913894413569,0.7820895522388058,-0.7365097588978182,0.297931784662632
2.244924096618746,0.7820895522388058,-0.7365097588978182,0.2955210305667703
2.2710088581417547,0.7820895522388058,-0.7365097588978182,0.2931216390325798
2.29739670999407,0.7820895522388058,-0.7365097588978182,0.2907336888905598
2.3240911739156793,0.7820895522388058,-0.7365097588978182,0.2883572567016125
2.3510958125672174,0.7820895522388058,-0.7365097588978182,0.28599241676018433
2.378414230005442,0.7820895522388058,-0.7365097588978182,0.2836392410982138
2.4060500721642337,0.7820895522388058,-0.7365097588978182,0.281297799489874
2.434007027341182,0.7820895522388058,-0.7365097588978182,0.27896815945709613
2.4622888266898326,0.7820895522388058,-0.7365097588978182,0.27665038627585997
2.4908992447176455,0.7820895522388058,-0.7365097588978182,0.27434454298323796
2.5198420997897464,0.7820895522388058,-0.7365097588978182,0.2720506903851778
2.5491212546385245,0.7820895522388058,-0.7365097588978182,0.2697688870650104
2.5787406168791582,0.7820895522388058,-0.7365097588978182,0.26749918939266654
2.6087041395311283,0.7820895522388058,-0.7365097588978182,0.26524165153458823
2.639015821545788,0.7820895522388058,-0.7365097588978182,0.26299632546432034
2.6696797083400683,0.7820895522388058,-0.7365097588978182,0.26076326097376484
2.7006998923363805,0.7820895522388058,-0.7365097588978182,0.25854250568508375
2.7320805135087913,0.7820895522388058,-0.7365097588978182,0.25633410506323473
2.7638257599355525,0.7820895522388058,-0.7365097588978182,0.25413810242912205
2.795939868358039,0.7820895522388058,-0.7365097588978182,0.25195453897334874
2.82842712474619,0.7820895522388058,-0.7365097588978182,0.2497834537705518
2.8612918648705166,0.7820895522388058,-0.7365097588978182,0.24762488379430567
2.8945384748807554,0.7820895522388058,-0.7365097588978182,0.2454788639325763
2.92817139189125,0.7820895522388058,-0.7365097588978182,0.2433454270037099
2.962195104573129,0.7820895522388058,-0.7365097588978182,0.2412246037729397
2.9966141537533635,0.7820895522388058,-0.7365097588978182,0.23911642296939456
3.0314331330207964,0.7820895522388058,-0.7365097588978182,0.2370209113035911
3.0666566893392013,0.7820895522388058,-0.7365097588978182,0.23493809348539496
3.102289523667469,0.7820895522388058,-0.7365097588978182,0.2328679922424334
3.1383363915870026,0.7820895522388058,-0.7365097588978182,0.2308106283389419
3.1748021039363983,0.7820895522388058,-0.7365097588978182,0.22876602059502968
3.211691527453505,0.7820895522388058,-0.7365097588978182,0.22673418590634656
3.249009585424943,0.7820895522388058,-0.7365097588978182,0.22471513926413456
3.2867612583431614,0.7820895522388058,-0.7365097588978182,0.22270889377564904
3.324951584571151,0.7820895522388058,-0.7365097588978182,0.22071546068493078
3.363585661014858,0.7820895522388058,-0.7365097588978182,0.21873484939391535
3.4026686438034224,0.7820895522388058,-0.7365097588978182,0.21676706748386176
3.4422057489773197,0.7820895522388058,-0.7365097588978182,0.21481212073708486
3.4822022531844956,0.7820895522388058,-0.7365097588978182,0.212870013158976
3.5226634943845947,0.7820895522388058,-0.7365097588978182,0.2109407470002954
3.5635948725613575,0.7820895522388058,-0.7365097588978182,0.2090243227797218
3.605001850443321,0.7820895522388058,-0.7365097588978182,0.2071207393066419
3.646889954232867,0.7820895522388058,-0.7365097588978182,0.2052299937041668
3.6892647743437568,0.7820895522388058,-0.7365097588978182,0.20335208143235842
3.732131966147229,0.7820895522388058,-0.7365097588978182,0.20148699631165146
3.7754972507267732,0.7820895522388058,-0.7365097588978182,0.19963473054645667
3.819366415641665,0.7820895522388058,-0.7365097588978182,0.1977952747489303
3.863745315699383,0.7820895522388058,-0.7365097588978182,0.1959686179628953
3.9086398737369845,0.7820895522388058,-0.7365097588978182,0.19415474768790084
3.9540560814115846,0.7820895522388058,-0.7365097588978182,0.19235364990340525
4.0,0.7820895522388058,-0.7365097588978182,0.19056530909306948
